"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"GSH","Guangshen Railway Company Limited","25.56","$3.62B","n/a","Transportation","Railroads","http://www.nasdaq.com/symbol/gsh",
"GES","Guess?, Inc.","17.93","$1.51B","1996","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/ges",
"GGM","Guggenheim Credit Allocation Fund","22.1","$146.53M","2013","n/a","n/a","http://www.nasdaq.com/symbol/ggm",
"GPM","Guggenheim Enhanced Equity Income Fund","8.1099","$154.72M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gpm",
"GGE","Guggenheim Enhanced Equity Strategy Fund","15.98","$79.8M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gge",
"GEQ","Guggenheim Equal Weight Enhanced Equity Income Fund","16.7","$146.53M","2011","n/a","n/a","http://www.nasdaq.com/symbol/geq",
"GOF","Guggenheim Strategic Opportunities Fund","19.02","$344.66M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gof",
"GBAB","Guggenheim Taxable Municipal Managed Duration Trst","23.826","$414.96M","2010","n/a","n/a","http://www.nasdaq.com/symbol/gbab",
"GWRE","Guidewire Software, Inc.","62.58","$4.54B","2012","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/gwre",
"GLF","GulfMark Offshore, Inc.","2.46","$66.02M","n/a","Energy","Metal Fabrications","http://www.nasdaq.com/symbol/glf",
"HRB","H&R Block, Inc.","24.26","$5.35B","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/hrb",
"FUL","H. B. Fuller Company","47.03","$2.37B","n/a","Basic Industries","Home Furnishings","http://www.nasdaq.com/symbol/ful",
"HAE","Haemonetics Corporation","36.3","$1.86B","1991","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/hae",
"HK","Halcon Resources Corporation","0.3381","$41.46M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/hk",
"HAL","Halliburton Company","44.56","$38.37B","n/a","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/hal",
"HYH","Halyard Health, Inc.","36.41","$1.7B","2014","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/hyh",
"HBI","Hanesbrands Inc.","27.16","$10.26B","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/hbi",
"HASI","Hannon Armstrong Sustainable Infrastructure Capital, Inc.","23.34","$1.01B","2013","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/hasi",
"HOG","Harley-Davidson, Inc.","52.57","$9.4B","n/a","Consumer Non-Durables","Motor Vehicles","http://www.nasdaq.com/symbol/hog",
"HAR","Harman International Industries, Incorporated","85.4","$5.96B","n/a","Consumer Non-Durables","Consumer Electronics/Appliances","http://www.nasdaq.com/symbol/har",
"HMY","Harmony Gold Mining Company Limited","3.87","$1.69B","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/hmy",
"HRS","Harris Corporation","90.84","$11.33B","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/hrs",
"HSC","Harsco Corporation","10.04","$804.96M","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/hsc",
"HHS","Harte-Hanks, Inc.","1.61","$99.03M","1993","Technology","Advertising","http://www.nasdaq.com/symbol/hhs",
"HGH","Hartford Financial Services Group, Inc. (The)","31.54","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/hgh",
"HIG","Hartford Financial Services Group, Inc. (The)","39.87","$15.39B","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/hig",
"HIG.WS","Hartford Financial Services Group, Inc. (The)","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hig.ws",
"HNR","Harvest Natural Resources Inc","0.59","$30.32M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/hnr",
"HVT","Haverty Furniture Companies, Inc.","19.83","$418.5M","n/a","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/hvt",
"HVT.A","Haverty Furniture Companies, Inc.","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hvt.a",
"HE","Hawaiian Electric Industries, Inc.","29.64","$3.21B","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/he",
"HE^U","Hawaiian Electric Industries, Inc.","26.81","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/he^u",
"HCA","HCA Holdings, Inc.","74.26","$28.12B","2011","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/hca",
"HCI","HCI Group, Inc.","31.46","$326.82M","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/hci",
"HCJ","HCI Group, Inc.","26.49","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/hcj",
"HCP","HCP, Inc.","38.74","$18.11B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/hcp",
"HDB","HDFC Bank Limited","71.05","$59.88B","2001","Finance","Commercial Banks","http://www.nasdaq.com/symbol/hdb",
"HW","Headwaters Incorporated","18.77","$1.39B","n/a","Capital Goods","Building Materials","http://www.nasdaq.com/symbol/hw",
"HR","Healthcare Realty Trust Incorporated","34.96","$4.05B","1993","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/hr",
"HTA","Healthcare Trust of America, Inc.","32.92","$4.54B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/hta",
"HLS","HealthSouth Corporation","40.25","$3.61B","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/hls",
"HLS.WS","HealthSouth Corporation","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hls.ws",
"HL","Hecla Mining Company","5.74","$2.22B","n/a","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/hl",
"HL^B","Hecla Mining Company","61.97","n/a","n/a","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/hl^b",
"HEI","Heico Corporation","69.07","$4.63B","n/a","Capital Goods","Aerospace","http://www.nasdaq.com/symbol/hei",
"HEI.A","Heico Corporation","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hei.a",
"HLX","Helix Energy Solutions Group, Inc.","7.49","$843.67M","n/a","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/hlx",
"HP","Helmerich & Payne, Inc.","62.43","$6.75B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/hp",
"HLF","Herbalife LTD.","60.5","$5.62B","2004","Health Care","Other Pharmaceuticals","http://www.nasdaq.com/symbol/hlf",
"HRI","Herc Holdings Inc.","32.82","$929.16M","2016","Consumer Services","Rental/Leasing Companies","http://www.nasdaq.com/symbol/hri",
"HTGC","Hercules Capital, Inc.","13.58","$1.02B","2012","n/a","n/a","http://www.nasdaq.com/symbol/htgc",
"HTGX","Hercules Capital, Inc.","25.95","n/a","2014","n/a","n/a","http://www.nasdaq.com/symbol/htgx",
"HTGY","Hercules Capital, Inc.","25.79","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/htgy",
"HTGZ","Hercules Capital, Inc.","25.5999","n/a","2012","n/a","n/a","http://www.nasdaq.com/symbol/htgz",
"HRTG","Heritage Insurance Holdings, Inc.","13.68","$416.23M","2014","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/hrtg",
"HT","Hersha Hospitality Trust","19.23","$815.88M","1999","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/ht",
"HT^C","Hersha Hospitality Trust","25.67","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ht^c",
"HT^D","Hersha Hospitality Trust","25.49","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ht^d",
"HSY","Hershey Company (The)","110.88","$23.64B","n/a","Consumer Non-Durables","Specialty Foods","http://www.nasdaq.com/symbol/hsy",
"HTZ","Hertz Global Holdings, Inc","50.58","$4.3B","2016","Consumer Services","Rental/Leasing Companies","http://www.nasdaq.com/symbol/htz",
"HES","Hess Corporation","56.67","$17.95B","n/a","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/hes",
"HES^A","Hess Corporation","68.87","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hes^a",
"HPE","Hewlett Packard Enterprise Company","21.78","$36.19B","2015","Technology","Computer Manufacturing","http://www.nasdaq.com/symbol/hpe",
"HXL","Hexcel Corporation","45.25","$4.19B","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/hxl",
"HF","HFF, Inc.","26.05","$992.05M","2007","Consumer Services","Real Estate","http://www.nasdaq.com/symbol/hf",
"HGG","HHGregg, Inc.","2.08","$57.82M","2007","Consumer Services","Consumer Electronics/Video Chains","http://www.nasdaq.com/symbol/hgg",
"HCLP","Hi-Crush Partners LP","13.45","$660.92M","2012","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/hclp",
"HIW","Highwoods Properties, Inc.","52.62","$5.19B","1994","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/hiw",
"HIL","Hill International, Inc.","4.44","$229.77M","n/a","Consumer Services","Military/Government/Technical","http://www.nasdaq.com/symbol/hil",
"HI","Hillenbrand Inc","32.58","$2.06B","n/a","Consumer Durables","Miscellaneous manufacturing industries","http://www.nasdaq.com/symbol/hi",
"HRC","Hill-Rom Holdings Inc","59.26","$3.88B","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/hrc",
"HTH","Hilltop Holdings Inc.","22.39","$2.21B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/hth",
"HLT","Hilton Worldwide Holdings Inc.","24.02","$23.77B","2013","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/hlt",
"HNI","HNI Corporation","54.9","$2.44B","n/a","Consumer Durables","Office Equipment/Supplies/Services","http://www.nasdaq.com/symbol/hni",
"HMLP","Hoegh LNG Partners LP","19.14","$503.61M","2014","Consumer Services","Marine Transportation","http://www.nasdaq.com/symbol/hmlp",
"HEP","Holly Energy Partners, L.P.","31.99","$1.89B","2004","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/hep",
"HFC","HollyFrontier Corporation","25.69","$4.53B","n/a","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/hfc",
"HD","Home Depot, Inc. (The)","134.36","$166.01B","n/a","Consumer Services","RETAIL: Building Materials","http://www.nasdaq.com/symbol/hd",
"HMC","Honda Motor Company, Ltd.","30.23","$54.48B","n/a","Capital Goods","Auto Manufacturing","http://www.nasdaq.com/symbol/hmc",
"HON","Honeywell International Inc.","116.75","$88.83B","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/hon",
"HMN","Horace Mann Educators Corporation","35.99","$1.45B","1991","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/hmn",
"HZN","Horizon Global Corporation","17.83","$324.38M","2015","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/hzn",
"HTF","Horizon Technology Finance Corporation","26.0099","$300.38M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/htf",
"HRL","Hormel Foods Corporation","37.92","$20.09B","n/a","Consumer Non-Durables","Meat/Poultry/Fish","http://www.nasdaq.com/symbol/hrl",
"HOS","Hornbeck Offshore Services","5.48","$199.13M","2004","Consumer Services","Marine Transportation","http://www.nasdaq.com/symbol/hos",
"HST","Host Hotels & Resorts, Inc.","17.96","$13.33B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/hst",
"HLI","Houlihan Lokey, Inc.","24.53","$1.64B","2015","Finance","Investment Managers","http://www.nasdaq.com/symbol/hli",
"HOV","Hovnanian Enterprises Inc","1.81","$266.29M","n/a","Capital Goods","Homebuilding","http://www.nasdaq.com/symbol/hov",
"HHC","Howard Hughes Corporation (The)","117.76","$4.69B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/hhc",
"HPQ","HP Inc.","14.39","$24.62B","n/a","Technology","Computer Manufacturing","http://www.nasdaq.com/symbol/hpq",
"HRG","HRG Group, Inc.","16.05","$3.22B","n/a","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/hrg",
"HSBC","HSBC Holdings plc","35.87","$142.14B","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/hsbc",
"HSBC^A","HSBC Holdings plc","25.85","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hsbc^a",
"HSEA","HSBC Holdings plc","27.45","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/hsea",
"HSEB","HSBC Holdings plc","26.8","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/hseb",
"HNP","Huaneng Power International, Inc.","24.41","$9.28B","1994","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/hnp",
"HUBB","Hubbell Inc","107.92","$5.97B","2015","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/hubb",
"HUBS","HubSpot, Inc.","56.78","$2.01B","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/hubs",
"HBM","HudBay Minerals Inc","4.33","$1.02B","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/hbm",
"HBM.WS","HudBay Minerals Inc","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hbm.ws",
"HPP","Hudson Pacific Properties, Inc.","32.77","$3.91B","2010","Finance","Real Estate","http://www.nasdaq.com/symbol/hpp",
"HGT","Hugoton Royalty Trust","2.11","$84.4M","1999","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/hgt",
"HUM","Humana Inc.","177.38","$26.44B","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/hum",
"HII","Huntington Ingalls Industries, Inc.","165.86","$7.76B","n/a","Capital Goods","Marine Transportation","http://www.nasdaq.com/symbol/hii",
"HUN","Huntsman Corporation","16.98","$4.04B","2005","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/hun",
"H","Hyatt Hotels Corporation","54.08","$7.19B","2009","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/h",
"HY","Hyster-Yale Materials Handling, Inc.","52.52","$860.6M","n/a","Capital Goods","Construction/Ag Equipment/Trucks","http://www.nasdaq.com/symbol/hy",
"IAG","Iamgold Corporation","3.9","$1.76B","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/iag",
"IBN","ICICI Bank Limited","7.35","$21.37B","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/ibn",
"IDA","IDACORP, Inc.","75.5","$3.81B","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/ida",
"IEX","IDEX Corporation","94.25","$7.18B","1989","Capital Goods","Fluid Controls","http://www.nasdaq.com/symbol/iex",
"IDT","IDT Corporation","14.88","$342.67M","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/idt",
"ITW","Illinois Tool Works Inc.","119.63","$42.46B","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/itw",
"IMN","Imation Corporation","0.9058","$33.64M","n/a","Technology","Electronic Components","http://www.nasdaq.com/symbol/imn",
"IMAX","Imax Corporation","30.41","$2.04B","n/a","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/imax",
"IMPV","Imperva, Inc.","46.68","$1.52B","2011","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/impv",
"IMPR","Imprivata, Inc.","19.18","$490.49M","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/impr",
"IMS","IMS Health Holdings, Inc.","29.13","$9.59B","2014","Technology","EDP Services","http://www.nasdaq.com/symbol/ims",
"ICD","Independence Contract Drilling, Inc.","5.06","$190.49M","2014","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/icd",
"IHC","Independence Holding Company","17.46","$299.8M","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/ihc",
"IFN","India Fund, Inc. (The)","24.98","$730.59M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ifn",
"IBA","Industrias Bachoco, S.A. de C.V.","51.76","$2.59B","1997","Consumer Non-Durables","Meat/Poultry/Fish","http://www.nasdaq.com/symbol/iba",
"BLOX","Infoblox Inc.","20.2","$1.15B","2012","Technology","EDP Services","http://www.nasdaq.com/symbol/blox",
"INFY","Infosys Limited","15.9","$36.34B","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/infy",
"HIFR","InfraREIT, Inc.","17.9","$783.38M","2015","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/hifr",
"IND.CL","ING Group, N.V.","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ind.cl",
"ING","ING Group, N.V.","12.14","$46.98B","1997","Finance","Commercial Banks","http://www.nasdaq.com/symbol/ing",
"INZ","ING Group, N.V.","26.66","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/inz",
"ISF","ING Group, N.V.","26.04","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/isf",
"ISG","ING Group, N.V.","25.83","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/isg",
"ISP","ING Group, N.V.","25.83","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/isp",
"IR","Ingersoll-Rand plc (Ireland)","67.64","$17.45B","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/ir",
"NGVT","Ingevity Corporation","43.4","$1.83B","2016","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/ngvt",
"IM","Ingram Micro Inc.","34.75","$5.2B","1996","Technology","Retail: Computer Software & Peripheral Equipment","http://www.nasdaq.com/symbol/im",
"INGR","Ingredion Incorporated","135.91","$9.81B","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/ingr",
"IPHI","Inphi Corporation","42.14","$1.71B","2010","Technology","Semiconductors","http://www.nasdaq.com/symbol/iphi",
"NSP","Insperity, Inc.","66.79","$1.43B","n/a","Technology","Professional Services","http://www.nasdaq.com/symbol/nsp",
"IBP","Installed Building Products, Inc.","32.56","$1.03B","2014","Basic Industries","Homebuilding","http://www.nasdaq.com/symbol/ibp",
"INST","Instructure, Inc.","23.43","$655.71M","2015","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/inst",
"ITGR","Integer Holdings Corporation","23.44","$721.98M","n/a","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/itgr",
"I","Intelsat S.A.","2.85","$308.09M","2013","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/i",
"ICE","Intercontinental Exchange Inc.","277.68","$33.08B","2005","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/ice",
"IHG","Intercontinental Hotels Group","43.77","$8.61B","n/a","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/ihg",
"IFF","Internationa Flavors & Fragrances, Inc.","136.42","$10.86B","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/iff",
"IBM","International Business Machines Corporation","158.32","$151.33B","n/a","Technology","Computer Manufacturing","http://www.nasdaq.com/symbol/ibm",
"IGT","International Game Technology","22.76","$4.56B","2015","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/igt",
"IP","International Paper Company","48.89","$20.1B","n/a","Basic Industries","Paper","http://www.nasdaq.com/symbol/ip",
"IOC","InterOil Corporation","49.15","$2.46B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/ioc",
"IPG","Interpublic Group of Companies, Inc. (The)","22.73","$9.11B","n/a","Technology","Advertising","http://www.nasdaq.com/symbol/ipg",
"IPL^D","Interstate Power and Light Company","27.3473","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ipl^d",
"INXN","InterXion Holding N.V.","36.72","$2.59B","2011","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/inxn",
"IL","IntraLinks Holdings, Inc.","9.5","$544.62M","2010","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/il",
"SNOW","Intrawest Resorts Holdings, Inc.","15.73","$625M","2014","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/snow",
"IPI","Intrepid Potash, Inc","1.32","$101.11M","2008","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/ipi",
"XON","Intrexon Corporation","26.12","$3.09B","2013","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/xon",
"IVC","Invacare Corporation","11.81","$383.46M","n/a","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/ivc",
"INVN","InvenSense, Inc.","7.26","$680.18M","2011","Technology","Semiconductors","http://www.nasdaq.com/symbol/invn",
"VBF","Invesco Bond Fund","19.35","$220.15M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vbf",
"VCV","Invesco California Value Municipal Income Trust","13.99","$669.52M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vcv",
"VTA","Invesco Credit Opportunities Fund","11.62","$860.98M","2007","n/a","n/a","http://www.nasdaq.com/symbol/vta",
"VLT","Invesco High Income Trust II","14.5826","$118.39M","1989","n/a","n/a","http://www.nasdaq.com/symbol/vlt",
"IVR","INVESCO MORTGAGE CAPITAL INC","15.37","$1.72B","2009","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/ivr",
"IVR^B","INVESCO MORTGAGE CAPITAL INC","25.75","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ivr^b",
"IVR^A","Invesco Mortgage Capital Inc.","25.4722","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ivr^a",
"OIA","Invesco Municipal Income Opportunities Trust","8.15","$386.52M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/oia",
"VMO","Invesco Municipal Opportunity Trust","14.69","$990M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vmo",
"VKQ","Invesco Municipal Trust","13.89","$768.4M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vkq",
"VPV","Invesco Pennsylvania Value Municipal Income Trust","13.81","$329.09M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vpv",
"IVZ","Invesco Plc","30.88","$12.66B","n/a","Finance","Investment Managers","http://www.nasdaq.com/symbol/ivz",
"IQI","Invesco Quality Municipal Income Trust","13.93","$736.67M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/iqi",
"VVR","Invesco Senior Income Trust","4.32","$777.76M","1998","n/a","n/a","http://www.nasdaq.com/symbol/vvr",
"VTN","Invesco Trust  for Investment Grade New York Municipal","16.22","$315.63M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vtn",
"VGM","Invesco Trust for Investment Grade Municipals","14.18","$768.91M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vgm",
"IIM","Invesco Value Municipal Income Trust","17.0776","$803.34M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/iim",
"ITG","Investment Technology Group, Inc.","15.25","$501.84M","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/itg",
"IRET","Investors Real Estate Trust","6.43","$778.62M","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/iret",
"IRET^","Investors Real Estate Trust","26.16","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/iret^",
"IRET^B","Investors Real Estate Trust","26.3299","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/iret^b",
"NVTA","Invitae Corporation","7.57","$244.25M","2015","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/nvta",
"IO","Ion Geophysical Corporation","6.07","$71.54M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/io",
"IRM","Iron Mountain Incorporated","38.25","$10.07B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/irm",
"IRS","IRSA Inversiones Y Representaciones S.A.","18.29","$1.06B","n/a","Consumer Services","Homebuilding","http://www.nasdaq.com/symbol/irs",
"ICL","Israel Chemicals Shs","4.11","$5.34B","2014","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/icl",
"STAR          ","iStar Financial Inc.","10.7","$761.59M","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/star",
"STAR^D","iStar Financial Inc.","24.7501","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/star^d",
"STAR^E","iStar Financial Inc.","24.58","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/star^e",
"STAR^F","iStar Financial Inc.","24.5408","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/star^f",
"STAR^G","iStar Financial Inc.","24.27","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/star^g",
"STAR^I","iStar Financial Inc.","24.31","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/star^i",
"ITCB","Ita? CorpBanca","13.16","$4.5B","n/a","n/a","n/a","http://www.nasdaq.com/symbol/itcb",
"ITUB","Itau Unibanco Banco Holding SA","10.97","$65.05B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/itub",
"ITC","ITC Holdings Corp.","46.2","$7.09B","2005","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/itc",
"ESI","ITT Educational Services, Inc.","0.545","$13.07M","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/esi",
"ITT","ITT Inc.","36.12","$3.24B","2011","Capital Goods","Fluid Controls","http://www.nasdaq.com/symbol/itt",
"IVH","Ivy High Income Opportunities Fund","14.53","$240.72M","2013","n/a","n/a","http://www.nasdaq.com/symbol/ivh",
"JPM","J P Morgan Chase & Co","66.22","$239.19B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/jpm",
"JPM.WS","J P Morgan Chase & Co","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/jpm.ws",
"JPM^A","J P Morgan Chase & Co","26.52","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/jpm^a",
"JPM^B","J P Morgan Chase & Co","28.23","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/jpm^b",
"JPM^D","J P Morgan Chase & Co","26.24","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/jpm^d",
"JPM^E","J P Morgan Chase & Co","27.62","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/jpm^e",
"JPM^F","J P Morgan Chase & Co","27.67","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/jpm^f",
"JPM^G","J P Morgan Chase & Co","27.65","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/jpm^g",
"JPM^H","J P Morgan Chase & Co","27.69","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/jpm^h",
"JAX","J. Alexander&#39;s Holdings, Inc.","9.55","$140.39M","2015","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/jax",
"JCP","J.C. Penney Company, Inc. Holding Company","9.89","$3.04B","n/a","Consumer Services","Department/Specialty Retail Stores","http://www.nasdaq.com/symbol/jcp",
"SJM","J.M. Smucker Company (The)","138.98","$16.18B","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/sjm",
"JBL","Jabil Circuit, Inc.","21.08","$4.03B","1993","Technology","Electrical Products","http://www.nasdaq.com/symbol/jbl",
